venta_id,fecha,cliente_id,juego_id,plataforma,precio,cantidad,metodo_pago,vendedor
V21778,2024-02-01,C0087,JV003,PS5,229.9,2,Efectivo,Luis
V21779,2024-06-13,C0148,JV004,Switch,279.9,1,Yape,María
V21780,2024-04-21,C0025,JV014,PS5,259.9,2,Tarjeta Débito,Ana
V21781,2024-06-26,C0315,JV009,Switch,199.9,1,Yape,Luis
V21782,2024-09-09,C0244,JV010,Xbox,229.9,1,Tarjeta Crédito,María
V21783,2024-05-29,C0023,JV016,PS5,289.9,1,Tarjeta Débito,María
V21784,2024-05-07,C0132,JV009,Switch,199.9,1,Plin,José
V21785,2024-02-10,C0154,JV014,Switch,259.9,1,Tarjeta Débito,María
V21786,2024-10-07,C0201,JV020,Xbox,179.9,2,Tarjeta Débito,José
V21787,2024-05-18,C0153,JV008,PS5,239.9,1,Yape,José
V21788,2024-11-12,C0061,JV016,PS5,289.9,1,Tarjeta Débito,Luis
V21789,2024-01-11,C0276,JV007,PS5,249.9,1,Plin,Carlos
V21790,2024-06-19,C0292,JV006,Switch,219.9,2,Tarjeta Crédito,Carlos
V21791,2024-01-03,C0273,JV014,Xbox,259.9,1,Tarjeta Débito,Luis
V21792,2024-11-09,C0159,JV011,PS5,219.9,2,Tarjeta Débito,Carlos
V21793,2024-06-13,C0066,JV009,Switch,199.9,2,Yape,Carlos
V21794,2024-12-26,C0350,JV018,Xbox,129.9,1,Yape,Luis
V21795,2024-05-23,C0183,JV008,Xbox,239.9,2,Yape,Carlos
V21796,2024-05-23,C0135,JV003,Switch,229.9,1,Tarjeta Débito,Carlos
V21797,2024-03-30,C0199,JV014,PS4,259.9,3,Yape,Luis
V21798,2024-03-10,C0207,JV003,Xbox,229.9,2,Tarjeta Crédito,Luis
V21799,2024-06-22,C0103,JV011,PS5,219.9,1,Yape,José
V21800,2024-02-16,C0405,JV001,PS5,299.9,1,Tarjeta Crédito,Carlos
V21801,2024-09-15,C0246,JV010,PS5,229.9,3,Tarjeta Débito,María
V21802,2024-08-11,C0039,JV015,PC,239.9,2,Tarjeta Débito,María
V21803,2024-09-02,C0163,JV015,PC,239.9,3,Tarjeta Débito,Luis
V21804,2024-03-08,C0085,JV013,PS4,269.9,1,Efectivo,María
V21805,2024-10-21,C0097,JV020,PS5,179.9,2,Tarjeta Crédito,José
V21806,2024-11-04,C0361,JV014,Switch,259.9,2,Yape,Carlos
V21807,2024-08-21,C0302,JV013,PS5,269.9,1,Plin,Carlos
V21808,2024-08-12,C0259,JV004,Switch,279.9,1,Efectivo,Carlos
V21809,2024-08-25,C0334,JV010,PC,229.9,1,Plin,José
V21810,2024-04-16,C0047,JV014,PS4,259.9,3,Plin,Carlos
V21811,2024-04-27,C0069,JV020,PS5,179.9,1,Tarjeta Crédito,José
V21812,2024-01-26,C0421,JV006,Switch,219.9,3,Yape,José
V21813,2024-07-24,C0134,JV002,PC,249.9,2,Tarjeta Crédito,Ana
V21814,2024-08-28,C0245,JV009,Switch,199.9,3,Efectivo,Carlos
V21815,2024-02-16,C0457,JV015,PS5,239.9,3,Plin,Carlos
V21816,2024-12-07,C0056,JV017,PC,219.9,1,Tarjeta Débito,Luis
V21817,2024-11-13,C0230,JV017,PS5,219.9,3,Tarjeta Débito,Luis
V21818,2024-10-05,C0200,JV019,Switch,249.9,1,Plin,María
V21819,2024-09-17,C0333,JV003,Switch,229.9,1,Yape,Carlos
V21820,2024-08-22,C0061,JV013,PS5,269.9,1,Efectivo,Carlos
V21821,2024-12-12,C0046,JV020,PS5,179.9,1,Efectivo,Carlos
V21822,2024-12-02,C0286,JV019,Switch,249.9,1,Tarjeta Débito,José
V21823,2024-04-12,C0348,JV009,Switch,199.9,1,Tarjeta Débito,Ana
V21824,2024-05-11,C0074,JV016,PS5,289.9,1,Plin,Ana
V21825,2024-11-03,C0194,JV002,PS5,249.9,2,Tarjeta Crédito,Carlos
V21826,2024-07-17,C0276,JV018,Switch,129.9,2,Efectivo,Carlos
V21827,2024-05-03,C0240,JV001,PS5,299.9,1,Tarjeta Débito,Ana
V21828,2024-02-05,C0081,JV009,Switch,199.9,2,Plin,Luis
V21829,2024-10-13,C0320,JV013,PS5,269.9,2,Yape,Luis
V21830,2024-09-30,C0237,JV014,PC,259.9,1,Plin,Ana
V21831,2024-03-08,C0320,JV008,PS5,239.9,3,Tarjeta Débito,Luis
V21832,2024-10-30,C0440,JV001,PS5,299.9,1,Efectivo,María
V21833,2024-02-27,C0150,JV003,PC,229.9,2,Yape,María
V21834,2024-11-12,C0369,JV009,Switch,199.9,1,Tarjeta Débito,Carlos
V21835,2024-11-17,C0139,JV003,Xbox,229.9,2,Efectivo,María
V21836,2024-05-28,C0237,JV017,PS5,219.9,2,Efectivo,Ana
V21837,2024-05-24,C0339,JV005,PS5,299.9,1,Plin,Carlos
V21838,2024-05-16,C0138,JV016,PS5,289.9,1,Yape,Ana
V21839,2024-10-27,C0445,JV017,PS5,219.9,2,Plin,José
V21840,2024-07-27,C0256,JV011,PC,219.9,1,Tarjeta Débito,Luis
V21841,2024-04-25,C0355,JV012,PC,189.9,1,Yape,María
V21842,2024-03-24,C0174,JV010,PS5,229.9,1,Yape,Carlos
V21843,2024-09-06,C0273,JV009,Switch,199.9,1,Efectivo,Carlos
V21844,2024-04-03,C0155,JV012,PC,189.9,2,Efectivo,José
V21845,2024-10-23,C0149,JV007,PS5,249.9,2,Tarjeta Débito,Luis
V21846,2024-10-09,C0286,JV018,Switch,129.9,1,Tarjeta Débito,José
V21847,2024-09-13,C0368,JV012,Switch,189.9,1,Plin,María
V21848,2024-10-06,C0012,JV019,Switch,249.9,2,Plin,Luis
V21849,2024-08-31,C0078,JV004,Switch,279.9,1,Yape,María
V21850,2024-01-21,C0453,JV019,Switch,249.9,1,Yape,Carlos
V21851,2024-09-17,C0491,JV007,PS5,249.9,1,Efectivo,María
V21852,2024-11-07,C0378,JV004,Switch,279.9,1,Efectivo,Ana
V21853,2024-05-12,C0126,JV016,PS5,289.9,1,Efectivo,Luis
V21854,2024-05-31,C0393,JV002,Xbox,249.9,2,Tarjeta Débito,Ana
V21855,2024-09-26,C0400,JV009,Switch,199.9,1,Plin,María
V21856,2024-12-07,C0106,JV002,Xbox,249.9,2,Tarjeta Débito,Carlos
V21857,2024-04-05,C0068,JV020,PS5,179.9,3,Tarjeta Crédito,Luis
V21858,2024-09-23,C0466,JV017,Xbox,219.9,1,Tarjeta Débito,José
V21859,2024-06-22,C0462,JV001,PS5,299.9,3,Efectivo,Ana
V21860,2024-05-13,C0397,JV017,PS5,219.9,1,Yape,José
V21861,2024-11-03,C0348,JV017,PS5,219.9,2,Yape,María
V21862,2024-07-20,C0202,JV011,PS5,219.9,2,Plin,José
V21863,2024-05-25,C0039,JV007,PC,249.9,1,Efectivo,Luis
V21864,2024-10-07,C0308,JV011,PS5,219.9,3,Tarjeta Crédito,Ana
V21865,2024-12-13,C0215,JV013,PS5,269.9,1,Efectivo,María
V21866,2024-09-07,C0386,JV014,PS4,259.9,1,Tarjeta Crédito,Luis
V21867,2024-10-18,C0113,JV006,PS5,219.9,3,Tarjeta Crédito,María
V21868,2024-11-27,C0424,JV009,Switch,199.9,1,Plin,José
V21869,2024-09-08,C0068,JV020,PS5,179.9,1,Tarjeta Crédito,Luis
V21870,2024-03-31,C0478,JV003,PS5,229.9,2,Tarjeta Débito,Luis
V21871,2024-03-31,C0286,JV012,PS5,189.9,1,Tarjeta Débito,Luis
V21872,2024-04-30,C0238,JV017,PC,219.9,3,Tarjeta Crédito,Luis
V21873,2024-06-25,C0351,JV011,PS5,219.9,1,Efectivo,Luis
V21874,2024-04-12,C0018,JV006,Switch,219.9,1,Yape,Ana
V21875,2024-02-20,C0426,JV002,Xbox,249.9,1,Plin,Luis
V21876,2024-01-23,C0018,JV006,Xbox,219.9,3,Yape,José
V21877,2024-10-16,C0083,JV016,PS5,289.9,1,Yape,Ana
V21878,2024-03-29,C0081,JV007,PC,249.9,2,Tarjeta Crédito,María
V21879,2024-06-14,C0274,JV018,Xbox,129.9,2,Yape,José
V21880,2024-06-01,C0438,JV020,PC,179.9,2,Plin,Carlos
V21881,2024-03-16,C0301,JV007,PS5,249.9,1,Tarjeta Crédito,José
V21882,2024-07-13,C0238,JV003,Xbox,229.9,1,Efectivo,Carlos
V21883,2024-12-13,C0428,JV018,Xbox,129.9,1,Tarjeta Crédito,Luis
V21884,2024-02-27,C0168,JV013,PS4,269.9,3,Plin,José
V21885,2024-06-04,C0124,JV004,Switch,279.9,2,Tarjeta Débito,Ana
V21886,2024-04-20,C0457,JV005,PS5,299.9,2,Tarjeta Crédito,Ana
V21887,2024-05-20,C0022,JV014,PS4,259.9,2,Tarjeta Crédito,Carlos
V21888,2024-12-24,C0363,JV009,Switch,199.9,1,Tarjeta Débito,Carlos
V21889,2024-05-13,C0259,JV016,PS5,289.9,1,Yape,María
V21890,2024-10-06,C0268,JV007,PC,249.9,2,Tarjeta Crédito,Carlos
V21891,2024-08-08,C0034,JV010,PS5,229.9,1,Yape,Luis
V21892,2024-02-04,C0252,JV018,Switch,129.9,1,Tarjeta Crédito,Ana
V21893,2024-08-11,C0468,JV020,Xbox,179.9,1,Plin,Ana
V21894,2024-10-29,C0228,JV020,PS5,179.9,1,Tarjeta Crédito,María
V21895,2024-07-30,C0024,JV012,Switch,189.9,1,Plin,Carlos
V21896,2024-06-28,C0111,JV009,Switch,199.9,1,Plin,Luis
V21897,2024-11-12,C0461,JV001,PS5,299.9,1,Tarjeta Crédito,Luis
V21898,2024-06-04,C0081,JV004,Switch,279.9,1,Efectivo,Luis
V21899,2024-02-28,C0459,JV020,Xbox,179.9,1,Tarjeta Débito,Ana
V21900,2024-09-02,C0303,JV015,PS5,239.9,2,Tarjeta Débito,Luis
V21901,2024-05-02,C0480,JV013,PS5,269.9,1,Yape,Ana
V21902,2024-10-17,C0419,JV003,PS5,229.9,1,Efectivo,Ana
V21903,2024-11-21,C0080,JV011,PS5,219.9,1,Yape,Ana
V21904,2024-03-24,C0150,JV012,PC,189.9,1,Tarjeta Débito,Ana
V21905,2024-01-02,C0262,JV002,Xbox,249.9,1,Tarjeta Débito,María
V21906,2024-04-21,C0137,JV015,PS5,239.9,2,Plin,Ana
V21907,2024-03-20,C0473,JV010,PS5,229.9,1,Efectivo,Ana
V21908,2024-04-29,C0211,JV012,PS4,189.9,1,Efectivo,Luis
V21909,2024-09-13,C0169,JV011,PS5,219.9,1,Efectivo,María
V21910,2024-08-29,C0019,JV017,PS5,219.9,2,Efectivo,José
V21911,2024-04-11,C0119,JV008,PC,239.9,2,Tarjeta Débito,Carlos
V21912,2024-02-17,C0427,JV005,PS5,299.9,2,Plin,Luis
V21913,2024-04-30,C0065,JV010,Xbox,229.9,1,Tarjeta Débito,Luis
V21914,2024-06-17,C0204,JV001,PS4,299.9,1,Plin,Ana
V21915,2024-01-12,C0318,JV003,Switch,229.9,1,Yape,María
V21916,2024-12-20,C0034,JV006,Switch,219.9,3,Plin,Carlos
V21917,2024-06-24,C0227,JV014,Xbox,259.9,3,Tarjeta Crédito,Carlos
V21918,2024-04-20,C0463,JV013,PS4,269.9,1,Yape,Ana
V21919,2024-06-15,C0425,JV004,Switch,279.9,2,Tarjeta Débito,José
V21920,2024-04-08,C0356,JV004,Switch,279.9,1,Yape,María
V21921,2024-11-06,C0189,JV008,PC,239.9,1,Yape,Ana
V21922,2024-09-20,C0362,JV018,Switch,129.9,2,Tarjeta Débito,Carlos
V21923,2024-06-09,C0054,JV004,Switch,279.9,1,Yape,José
V21924,2024-10-28,C0449,JV002,PC,249.9,3,Efectivo,Ana
V21925,2024-07-29,C0227,JV004,Switch,279.9,1,Plin,Carlos
V21926,2024-06-27,C0313,JV015,PS5,239.9,1,Tarjeta Crédito,María
V21927,2024-12-21,C0381,JV012,PS4,189.9,1,Efectivo,Carlos
V21928,2024-06-12,C0167,JV002,PS5,249.9,2,Yape,José
V21929,2024-03-22,C0257,JV020,PS5,179.9,1,Tarjeta Débito,Luis
V21930,2024-08-13,C0449,JV011,PS5,219.9,1,Tarjeta Crédito,María
V21931,2024-09-01,C0047,JV014,PC,259.9,1,Yape,Carlos
V21932,2024-02-28,C0217,JV011,PS5,219.9,3,Plin,Carlos
V21933,2024-02-14,C0347,JV013,PS4,269.9,1,Yape,Ana
V21934,2024-12-09,C0348,JV016,PS5,289.9,2,Yape,Ana
V21935,2024-07-01,C0486,JV010,PS5,229.9,1,Efectivo,María
V21936,2024-01-13,C0359,JV004,Switch,279.9,2,Yape,José
V21937,2024-05-21,C0122,JV010,PS5,229.9,1,Yape,Luis
V21938,2024-11-26,C0263,JV004,Switch,279.9,1,Tarjeta Crédito,María
V21939,2024-01-28,C0147,JV015,Xbox,239.9,2,Tarjeta Crédito,María
V21940,2024-02-10,C0139,JV004,Switch,279.9,1,Yape,Luis
V21941,2024-10-11,C0299,JV001,PS5,299.9,1,Tarjeta Crédito,Ana
V21942,2024-06-29,C0430,JV001,PS5,299.9,1,Efectivo,Luis
V21943,2024-05-10,C0056,JV017,PS5,219.9,3,Tarjeta Crédito,Carlos
V21944,2024-11-14,C0455,JV002,PS5,249.9,1,Yape,Luis
V21945,2024-05-16,C0021,JV001,PS5,299.9,1,Tarjeta Débito,José
V21946,2024-09-20,C0317,JV004,Switch,279.9,1,Tarjeta Débito,José
V21947,2024-10-19,C0193,JV014,Xbox,259.9,1,Efectivo,Ana
V21948,2024-10-04,C0303,JV007,Xbox,249.9,1,Yape,José
V21949,2024-09-04,C0199,JV005,PS5,299.9,3,Tarjeta Crédito,María
V21950,2024-01-10,C0202,JV003,Xbox,229.9,3,Plin,María
V21951,2024-05-24,C0243,JV014,PS4,259.9,1,Plin,José
V21952,2024-03-02,C0458,JV001,PS5,299.9,1,Yape,María
V21953,2024-05-15,C0400,JV019,Switch,249.9,1,Yape,María
V21954,2024-12-08,C0346,JV012,PS5,189.9,1,Tarjeta Débito,Ana
V21955,2024-09-03,C0120,JV014,Xbox,259.9,2,Efectivo,María
V21956,2024-09-18,C0485,JV011,PS5,219.9,3,Plin,José
V21957,2024-06-19,C0156,JV007,Xbox,249.9,3,Tarjeta Débito,Ana
V21958,2024-01-30,C0144,JV015,Xbox,239.9,1,Tarjeta Débito,Ana
V21959,2024-06-20,C0472,JV019,Switch,249.9,2,Yape,María
V21960,2024-12-15,C0496,JV012,Xbox,189.9,3,Plin,María
V21961,2024-01-26,C0279,JV005,PS5,299.9,2,Tarjeta Crédito,Ana
V21962,2024-01-16,C0395,JV020,PS5,179.9,2,Yape,José
V21963,2024-08-11,C0006,JV018,Xbox,129.9,1,Plin,José
V21964,2024-05-18,C0204,JV012,Xbox,189.9,1,Plin,Luis
V21965,2024-07-15,C0233,JV018,PC,129.9,3,Tarjeta Crédito,Luis
V21966,2024-07-01,C0293,JV015,PS5,239.9,2,Plin,Luis
V21967,2024-11-10,C0235,JV006,PC,219.9,1,Yape,José
V21968,2024-01-30,C0156,JV020,PS5,179.9,2,Plin,Luis
V21969,2024-01-21,C0089,JV007,PS5,249.9,1,Tarjeta Débito,Carlos
V21970,2024-05-13,C0048,JV019,Switch,249.9,1,Tarjeta Crédito,María
V21971,2024-04-14,C0225,JV013,PS5,269.9,1,Tarjeta Débito,María
V21972,2024-05-28,C0279,JV012,PC,189.9,3,Yape,Carlos
V21973,2024-11-11,C0433,JV016,PS5,289.9,1,Efectivo,José
V21974,2024-03-29,C0137,JV020,PS5,179.9,1,Yape,Luis
V21975,2024-10-12,C0336,JV002,PC,249.9,1,Plin,Ana
V21976,2024-05-06,C0063,JV017,PS5,219.9,3,Tarjeta Débito,Ana
V21977,2024-12-07,C0070,JV019,Switch,249.9,3,Yape,Carlos
V21978,2024-03-19,C0408,JV016,PS5,289.9,1,Plin,Luis
V21979,2024-03-09,C0336,JV005,PS5,299.9,2,Efectivo,Ana
V21980,2024-12-17,C0083,JV010,PS5,229.9,3,Plin,María
V21981,2024-08-10,C0471,JV008,PS5,239.9,3,Yape,Carlos
V21982,2024-05-27,C0020,JV009,Switch,199.9,2,Tarjeta Débito,Luis
V21983,2024-06-26,C0065,JV017,PS5,219.9,1,Efectivo,Ana
V21984,2024-07-13,C0265,JV018,Switch,129.9,3,Yape,Carlos
V21985,2024-02-18,C0144,JV008,PS5,239.9,1,Plin,José
V21986,2024-11-10,C0288,JV011,PS5,219.9,1,Yape,Carlos
V21987,2024-04-01,C0208,JV014,PS4,259.9,1,Yape,José
V21988,2024-03-28,C0161,JV002,PS5,249.9,1,Tarjeta Crédito,María
V21989,2024-09-26,C0018,JV016,PS5,289.9,1,Tarjeta Débito,José
V21990,2024-11-02,C0458,JV014,PC,259.9,2,Tarjeta Crédito,Luis
V21991,2024-10-02,C0393,JV007,PS5,249.9,2,Tarjeta Débito,Carlos
V21992,2024-07-31,C0069,JV006,Switch,219.9,1,Yape,María
V21993,2024-03-21,C0485,JV015,PC,239.9,1,Tarjeta Crédito,José
V21994,2024-02-12,C0481,JV011,PS5,219.9,2,Plin,María
V21995,2024-05-13,C0060,JV009,Switch,199.9,2,Plin,Luis
V21996,2024-06-05,C0140,JV013,PS5,269.9,1,Tarjeta Débito,María
V21997,2024-12-09,C0088,JV006,Xbox,219.9,1,Tarjeta Débito,Luis
V21998,2024-05-09,C0099,JV003,PS5,229.9,1,Efectivo,José
V21999,2024-09-10,C0435,JV007,PS5,249.9,2,Yape,Ana
V22000,2024-08-03,C0158,JV010,PS5,229.9,1,Tarjeta Débito,Carlos
V22001,2024-06-08,C0322,JV011,PS5,219.9,1,Plin,Luis
V22002,2024-12-15,C0110,JV006,PS5,219.9,1,Tarjeta Crédito,José
V22003,2024-01-20,C0311,JV003,PS5,229.9,2,Tarjeta Crédito,Carlos
V22004,2024-06-25,C0487,JV008,PS5,239.9,1,Efectivo,Carlos
V22005,2024-02-20,C0091,JV013,PS5,269.9,1,Tarjeta Débito,José
V22006,2024-10-19,C0426,JV004,Switch,279.9,1,Tarjeta Débito,Carlos
V22007,2024-07-30,C0145,JV014,Switch,259.9,2,Yape,Carlos
V22008,2024-08-22,C0484,JV018,Switch,129.9,1,Yape,María
V22009,2024-07-06,C0383,JV007,PS5,249.9,1,Tarjeta Débito,Ana
V22010,2024-04-13,C0401,JV010,PS5,229.9,1,Tarjeta Débito,Carlos
V22011,2024-04-06,C0405,JV005,PS5,299.9,2,Tarjeta Débito,José
V22012,2024-07-14,C0412,JV010,PC,229.9,1,Plin,María
V22013,2024-09-15,C0094,JV012,PS4,189.9,3,Tarjeta Crédito,José
V22014,2024-12-21,C0351,JV020,PS5,179.9,1,Efectivo,Ana
V22015,2024-03-31,C0060,JV003,Switch,229.9,1,Efectivo,Luis
V22016,2024-07-04,C0077,JV004,Switch,279.9,3,Tarjeta Débito,José
V22017,2024-12-18,C0284,JV003,PS5,229.9,3,Tarjeta Débito,José
V22018,2024-08-05,C0073,JV015,PS5,239.9,2,Tarjeta Débito,Carlos
V22019,2024-04-12,C0026,JV007,PS5,249.9,1,Tarjeta Débito,María
V22020,2024-06-23,C0116,JV012,PS4,189.9,1,Tarjeta Crédito,José
V22021,2024-10-17,C0338,JV018,Switch,129.9,2,Tarjeta Crédito,María
V22022,2024-01-16,C0454,JV004,Switch,279.9,2,Efectivo,José
V22023,2024-05-30,C0241,JV006,PC,219.9,1,Tarjeta Débito,Luis
V22024,2024-09-06,C0203,JV014,PS5,259.9,1,Yape,José
V22025,2024-12-20,C0390,JV019,Switch,249.9,1,Tarjeta Débito,María
V22026,2024-11-14,C0031,JV017,PC,219.9,2,Plin,Ana
V22027,2024-04-15,C0018,JV009,Switch,199.9,1,Tarjeta Débito,Carlos
V22028,2024-07-13,C0404,JV012,PS5,189.9,2,Tarjeta Débito,Ana
V22029,2024-09-05,C0190,JV006,Xbox,219.9,1,Efectivo,José
V22030,2024-02-12,C0331,JV009,Switch,199.9,3,Plin,José
V22031,2024-06-04,C0470,JV006,PS5,219.9,3,Tarjeta Crédito,Luis
V22032,2024-03-01,C0290,JV010,PS5,229.9,2,Tarjeta Débito,José
V22033,2024-05-24,C0424,JV012,Xbox,189.9,3,Yape,José
V22034,2024-08-17,C0092,JV020,PC,179.9,2,Yape,Ana
V22035,2024-11-08,C0450,JV015,Xbox,239.9,2,Plin,María
V22036,2024-07-07,C0393,JV002,PC,249.9,1,Plin,Luis
V22037,2024-08-26,C0387,JV012,PS4,189.9,1,Yape,María
V22038,2024-01-01,C0335,JV011,PC,219.9,1,Tarjeta Crédito,José
V22039,2024-06-05,C0377,JV007,PS5,249.9,1,Plin,Luis
V22040,2024-03-13,C0392,JV010,PS5,229.9,2,Tarjeta Débito,Ana
V22041,2024-08-26,C0430,JV006,Switch,219.9,1,Yape,José
V22042,2024-02-10,C0107,JV006,PS5,219.9,1,Plin,Luis
V22043,2024-07-24,C0193,JV018,Switch,129.9,3,Tarjeta Crédito,José
V22044,2024-02-04,C0291,JV014,Switch,259.9,2,Tarjeta Crédito,María
V22045,2024-04-24,C0069,JV016,PS5,289.9,3,Tarjeta Débito,Luis
V22046,2024-06-29,C0257,JV013,PS5,269.9,1,Yape,Carlos
V22047,2024-05-10,C0066,JV006,Xbox,219.9,1,Plin,María
V22048,2024-10-22,C0395,JV006,PC,219.9,2,Efectivo,Ana
V22049,2024-05-27,C0014,JV005,PS5,299.9,1,Plin,Ana
V22050,2024-03-13,C0444,JV005,PS5,299.9,2,Yape,José
V22051,2024-11-18,C0008,JV019,Switch,249.9,1,Plin,Luis
V22052,2024-02-20,C0275,JV018,Switch,129.9,3,Plin,Carlos
V22053,2024-10-30,C0244,JV010,PC,229.9,2,Efectivo,María
V22054,2024-11-30,C0037,JV009,Switch,199.9,1,Plin,Ana
V22055,2024-05-25,C0268,JV005,PS5,299.9,3,Yape,María
V22056,2024-06-09,C0237,JV020,PC,179.9,2,Plin,María
V22057,2024-07-27,C0124,JV001,PS5,299.9,1,Plin,Luis
V22058,2024-02-20,C0363,JV019,Switch,249.9,3,Efectivo,Ana
V22059,2024-12-16,C0276,JV012,PS5,189.9,1,Tarjeta Crédito,Ana
V22060,2024-03-23,C0280,JV012,PC,189.9,3,Tarjeta Crédito,Ana
V22061,2024-11-12,C0353,JV016,PS5,289.9,2,Plin,Carlos
V22062,2024-08-21,C0389,JV001,PS5,299.9,1,Tarjeta Crédito,Carlos
V22063,2024-05-17,C0227,JV013,PS5,269.9,3,Yape,José
V22064,2024-03-05,C0368,JV003,Xbox,229.9,1,Tarjeta Crédito,Luis
V22065,2024-12-19,C0448,JV019,Switch,249.9,2,Tarjeta Débito,José
V22066,2024-10-22,C0204,JV014,Switch,259.9,1,Tarjeta Crédito,José
V22067,2024-12-21,C0129,JV012,PC,189.9,2,Plin,Luis
V22068,2024-12-18,C0294,JV007,PS5,249.9,1,Tarjeta Débito,Carlos
V22069,2024-04-28,C0049,JV009,Switch,199.9,1,Tarjeta Crédito,José
V22070,2024-08-29,C0005,JV007,PS5,249.9,1,Yape,Ana
V22071,2024-04-04,C0145,JV015,Xbox,239.9,2,Yape,José
V22072,2024-12-09,C0494,JV015,PS5,239.9,1,Tarjeta Crédito,José
V22073,2024-08-10,C0313,JV016,PS5,289.9,1,Tarjeta Crédito,Luis
V22074,2024-02-19,C0254,JV014,Switch,259.9,1,Tarjeta Débito,José
V22075,2024-09-11,C0133,JV001,PS4,299.9,1,Efectivo,José
V22076,2024-05-05,C0436,JV014,PC,259.9,1,Tarjeta Débito,José
V22077,2024-08-08,C0493,JV005,PS5,299.9,3,Tarjeta Débito,María
V22078,2024-12-19,C0027,JV007,PS5,249.9,1,Plin,Ana
V22079,2024-03-28,C0195,JV005,PS5,299.9,2,Efectivo,Ana
V22080,2024-03-07,C0435,JV004,Switch,279.9,1,Yape,Carlos
V22081,2024-07-30,C0181,JV009,Switch,199.9,1,Tarjeta Débito,Luis
V22082,2024-03-12,C0374,JV005,PS5,299.9,2,Yape,Ana
V22083,2024-11-23,C0366,JV003,Switch,229.9,1,Tarjeta Crédito,Luis
V22084,2024-05-26,C0366,JV013,PS5,269.9,1,Plin,María
V22085,2024-05-13,C0054,JV005,PS5,299.9,1,Efectivo,Luis
V22086,2024-01-08,C0287,JV010,Xbox,229.9,3,Yape,María
V22087,2024-09-02,C0492,JV008,Xbox,239.9,2,Yape,María
V22088,2024-06-23,C0101,JV003,PS5,229.9,2,Tarjeta Débito,María
V22089,2024-01-20,C0215,JV004,Switch,279.9,2,Plin,María
V22090,2024-09-13,C0039,JV014,Switch,259.9,1,Efectivo,Luis
V22091,2024-11-02,C0277,JV016,PS5,289.9,1,Plin,María
V22092,2024-04-28,C0474,JV002,PS5,249.9,1,Efectivo,José
V22093,2024-02-24,C0292,JV004,Switch,279.9,3,Tarjeta Crédito,Luis
V22094,2024-01-13,C0205,JV011,PS5,219.9,2,Yape,Ana
V22095,2024-10-17,C0252,JV015,PS5,239.9,1,Efectivo,María
V22096,2024-07-11,C0222,JV010,PS5,229.9,1,Yape,Carlos
V22097,2024-01-12,C0246,JV003,Switch,229.9,1,Efectivo,Carlos
V22098,2024-05-22,C0044,JV015,PS5,239.9,1,Yape,Luis
V22099,2024-04-15,C0025,JV012,Switch,189.9,1,Efectivo,María
V22100,2024-10-02,C0091,JV009,Switch,199.9,1,Tarjeta Débito,Carlos
V22101,2024-11-22,C0499,JV004,Switch,279.9,2,Efectivo,Ana
V22102,2024-09-03,C0446,JV013,PS4,269.9,1,Efectivo,José
V22103,2024-09-22,C0013,JV019,Switch,249.9,1,Efectivo,Ana
V22104,2024-06-09,C0493,JV013,PS5,269.9,1,Efectivo,Carlos
V22105,2024-07-13,C0178,JV016,PS5,289.9,3,Tarjeta Crédito,María
V22106,2024-06-01,C0257,JV001,PS4,299.9,1,Tarjeta Débito,José
V22107,2024-01-13,C0036,JV016,PS5,289.9,3,Plin,José
V22108,2024-01-12,C0327,JV017,PC,219.9,2,Tarjeta Débito,Carlos
V22109,2024-08-17,C0282,JV011,PS5,219.9,1,Efectivo,María
V22110,2024-03-17,C0270,JV007,PS5,249.9,1,Plin,Ana
V22111,2024-10-11,C0393,JV012,Switch,189.9,2,Plin,Carlos
V22112,2024-02-01,C0162,JV020,PS5,179.9,1,Yape,María
V22113,2024-12-26,C0094,JV010,PC,229.9,1,Tarjeta Débito,Ana
V22114,2024-03-31,C0204,JV005,PS5,299.9,1,Plin,María
V22115,2024-11-20,C0337,JV010,PC,229.9,3,Efectivo,Luis
V22116,2024-02-07,C0128,JV013,PS5,269.9,1,Plin,María
V22117,2024-01-27,C0047,JV018,Switch,129.9,1,Tarjeta Débito,Luis
V22118,2024-08-19,C0056,JV019,Switch,249.9,3,Efectivo,Ana
V22119,2024-08-10,C0296,JV004,Switch,279.9,2,Plin,Carlos
V22120,2024-05-06,C0200,JV018,Xbox,129.9,1,Plin,José
V22121,2024-12-29,C0112,JV001,PS4,299.9,1,Tarjeta Débito,Luis
V22122,2024-08-17,C0463,JV004,Switch,279.9,2,Efectivo,Ana
V22123,2024-03-07,C0237,JV007,Xbox,249.9,1,Yape,Luis
V22124,2024-01-22,C0467,JV017,PS5,219.9,1,Plin,Carlos
V22125,2024-11-15,C0246,JV009,Switch,199.9,1,Efectivo,Carlos
V22126,2024-02-18,C0137,JV003,PC,229.9,3,Tarjeta Débito,José
V22127,2024-07-17,C0397,JV006,PC,219.9,1,Efectivo,Carlos
V22128,2024-04-15,C0320,JV007,PS5,249.9,1,Yape,José
V22129,2024-02-15,C0089,JV007,PS5,249.9,1,Tarjeta Crédito,José
V22130,2024-02-19,C0100,JV004,Switch,279.9,3,Tarjeta Débito,José
V22131,2024-10-05,C0347,JV006,Switch,219.9,2,Plin,María
V22132,2024-01-02,C0300,JV002,Xbox,249.9,3,Yape,Luis
